Geneid	C2_1Aligned.sortedByCoord.out.markDups	C1_1Aligned.sortedByCoord.out.markDups	K2_1Aligned.sortedByCoord.out.markDups	K1_1Aligned.sortedByCoord.out.markDups	C3_1Aligned.sortedByCoord.out.markDups	K3_1Aligned.sortedByCoord.out.markDups
LCE3A	0	0	0	0	1	0
LCE3B	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3D	0	1	0	0	0	0
LCE3E	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0
LCK	0	0	0	0	0	0
LCLAT1	293	341	262	365	306	516
LCMT1	310	302	251	370	326	501
LCMT2	270	215	191	284	203	321
LCN1	0	0	0	0	0	0
LCN10	0	0	0	0	0	0
LCN12	1	1	3	5	0	2
LCN15	2	0	0	0	0	3
LCN2	1	0	1	2	0	0
LCN6	0	0	0	0	0	0
LCN8	0	1	1	0	0	1
LCN9	0	0	0	0	0	0
LCNL1	14	8	36	18	47	61
LCOR	689	630	657	791	840	1210
LCORL	238	274	249	341	233	480
LCP1	19656	21185	21030	25436	23903	36362
LCP2	1063	1118	1099	1451	1175	1834
LCT	0	0	0	0	0	0
LCTL	0	6	0	3	2	5
LDAH	600	596	497	699	589	975
LDB1	1995	1653	1638	2031	2235	3274
LDB2	0	0	0	0	0	0
LDB3	3	0	0	1	0	0
LDHA	12168	12263	10899	15368	12784	18650
LDHAL6A	0	0	2	0	0	0
LDHAL6B	0	0	0	0	0	0
LDHB	17553	18846	16938	23545	19633	31353
LDHC	0	0	0	0	0	1
LDHD	130	98	91	128	120	223
LDLR	2108	2434	1493	2476	2190	3079
LDLRAD1	0	0	0	0	0	0
LDLRAD2	4	3	2	5	4	3
LDLRAD3	233	233	284	345	326	513
LDLRAD4	397	400	394	455	436	673
LDLRAP1	909	948	786	947	1000	1458
LDOC1	0	0	0	0	0	0
LDOC1L	35	50	61	54	52	141
LEAP2	20	27	12	18	25	25
LECT2	0	0	0	0	0	0
LEF1	6	2	2	0	1	6
LEFTY1	1	1	2	0	0	0
LEFTY2	1	3	0	0	0	4
LEKR1	11	16	6	14	18	19
LELP1	0	0	0	0	0	0
LEMD1	0	1	0	0	0	0
LEMD2	1381	1385	1197	1534	1465	2070
LEMD3	846	950	783	1097	871	1372
LENEP	1	0	0	0	0	0
LENG1	208	222	206	220	229	322
LENG8	13869	9585	9522	11313	13977	19954
LENG9	369	415	361	441	439	687
LEO1	893	1073	930	1246	1140	1618
LEP	0	0	0	0	1	0
LEPR	34	39	23	32	41	24
LEPROT	602	551	495	568	735	961
LEPROTL1	876	959	809	1278	946	1494
LETM1	1488	1494	1598	1715	2010	2913
LETM2	65	51	52	85	88	96
LETMD1	2325	2024	1671	2484	2568	3485
LEUTX	0	0	0	0	0	0
LEXM	0	0	0	0	0	0
LFNG	174	156	215	182	147	247
LGALS1	7589	9263	6390	9509	6959	9432
LGALS12	54	84	47	85	85	90
LGALS13	0	0	0	0	0	0
LGALS14	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0
LGALS2	97	120	83	169	110	193
LGALS3	788	642	2004	1631	1082	2814
LGALS3BP	45	50	28	27	42	28
LGALS4	1	2	3	1	1	2
LGALS7	0	0	0	0	0	0
LGALS7B	0	0	0	0	0	0
LGALS8	1391	1365	1094	1558	1617	2335
LGALS9	2324	2067	2235	2574	2684	3946
LGALS9B	0	0	0	0	0	0
LGALS9C	1	1	1	0	0	0
LGALSL	0	0	2	0	0	0
LGI1	0	0	0	0	0	0
LGI2	0	0	0	0	2	0
LGI3	1	0	2	1	0	2
LGI4	32	11	17	15	55	52
LGMN	3	2	1	1	6	8
LGR4	2560	2344	2052	2685	2683	3916
LGR5	0	0	0	0	0	0
LGR6	0	0	0	0	0	1
LGSN	0	0	0	0	0	0
LHB	1	0	2	2	2	1
LHCGR	0	0	0	0	0	0
LHFP	66	89	51	58	96	87
LHFPL1	0	0	0	0	0	0
LHFPL2	85	79	100	76	95	152
LHFPL3	0	0	0	0	0	0
LHFPL4	0	0	0	0	0	0
LHFPL5	5	1	1	4	6	4
LHPP	164	149	162	195	142	257
LHX1	0	0	2	0	0	0
LHX2	16	8	39	31	27	38
LHX3	0	0	0	0	0	0
LHX4	3	3	3	0	2	6
LHX5	0	0	0	0	0	0
LHX6	0	0	0	0	1	0
LHX8	0	0	0	0	0	0
LHX9	0	3	0	0	0	0
LIAS	520	528	491	562	550	805
LIF	2	0	1	10	0	13
LIFR	0	0	0	0	0	0
LIG1	2018	1892	1541	1975	1920	2831
LIG3	797	774	812	1034	843	1531
LIG4	729	674	654	808	756	1240
LILRA1	167	182	162	246	189	349
LILRA2	759	678	607	758	767	1242
LILRA4	5	6	10	11	10	19
LILRA5	48	38	65	46	63	75
LILRA6	20	35	33	25	38	78
LILRB1	235	209	311	356	324	574
LILRB2	62	45	57	72	79	136
LILRB3	50	38	77	59	61	99
LILRB4	1877	1926	2354	2508	2288	3722
LILRB5	6	0	0	0	0	0
LIM2	0	0	0	0	0	0
LIMA1	519	620	530	889	685	1220
LIMCH1	0	0	0	0	0	0
LIMD1	910	851	784	1043	1152	1730
LIMD2	2975	2816	2287	2961	2780	3553
LIME1	107	99	86	114	96	115
LIMK1	690	656	768	854	844	1217
LIMK2	467	377	369	492	529	802
LIMS1	980	999	1378	1393	1248	2057
LIMS2	2	0	9	1	0	11
LIMS3	0	0	0	0	0	0
LIMS4	0	0	0	0	0	0
LIN28A	0	0	0	0	0	0
LIN28B	153	199	163	225	197	321
LIN37	68	66	88	93	61	96
LIN52	138	112	92	169	165	200
LIN54	251	212	260	350	235	473
LIN7A	0	0	0	0	0	0
LIN7B	78	68	75	77	73	123
LIN7C	677	663	700	792	965	1255
LIN9	429	448	376	643	442	768
LINC00094	127	130	109	102	140	203
LINC00116	210	257	222	333	171	371
LINC00176	29	13	19	16	18	18
LINC00238	0	0	0	0	0	0
LINC00282	0	0	0	0	0	0
LINC00371	2	0	0	0	0	0
LINC00493	79	143	73	132	91	160
LINC00521	0	0	0	0	0	0
LINC00633	0	0	0	0	0	0
LINC00672	31	39	21	22	16	42
LINC00675	0	0	0	0	0	0
LINC00694	1	0	0	3	1	0
LINC00854	1	0	0	4	5	0
LINC00890	0	0	0	1	0	0
LINC00935	0	0	0	0	0	0
LINC00959	34	30	33	38	34	71
LINC00998	952	1077	836	1431	1013	1511
LINC01125	110	60	85	115	101	166
LINC01207	0	0	0	0	0	0
LINC01314	0	0	0	0	0	1
LINC02210-CRHR1	8	3	1	2	0	9
LINGO1	20	31	26	42	32	41
LINGO2	0	0	0	0	0	0
LINGO3	49	47	38	51	52	97
LINGO4	0	0	0	0	0	0
LINS1	401	394	325	481	414	747
LIPA	2553	2481	4516	4227	3625	7421
LIPC	0	0	0	0	0	0
LIPE	7	1	3	3	5	2
LIPF	0	0	0	0	0	0
LIPG	0	0	0	0	0	0
LIPH	10	14	4	5	12	14
LIPI	0	0	0	0	0	0
LIPJ	0	7	5	1	4	5
LIPK	0	0	0	0	0	0
LIPM	0	0	0	0	0	0
LIPN	0	0	0	1	0	8
LIPT1	155	162	147	227	181	259
LIPT2	72	65	57	94	74	117
LITAF	1943	2127	2208	2623	2416	3725
LIX1	1	0	0	0	0	2
LIX1L	1083	1140	973	1320	1245	1764
LKAAEAR1	5	14	14	19	4	28
LL0XNC01-16G2.1	0	0	0	0	0	0
LLGL1	388	359	396	487	471	721
LLGL2	429	392	377	515	464	711
LLNLF-187D8.1	0	0	0	0	0	0
LLNLR-275H8.1	0	0	0	0	0	0
LLPH	770	873	725	964	853	1312
LLfos-48D6.2	0	0	0	0	0	0
LMAN1	1329	1461	1448	1988	1393	2587
LMAN1L	21	2	8	6	9	14
LMAN2	1718	1864	1928	2365	1901	3178
LMAN2L	211	194	176	241	236	353
LMBR1	460	574	466	661	522	882
LMBR1L	729	573	525	676	708	1084
LMBRD1	395	509	351	620	505	757
LMBRD2	436	480	465	708	431	910
LMCD1	0	0	0	0	0	0
LMF1	333	292	299	346	348	469
LMF2	974	1024	900	1083	982	1391
LMLN	166	162	131	196	216	240
LMNA	3045	3582	4065	4100	3809	4662
LMNB1	6313	6863	5838	7023	7463	9350
LMNB2	4875	5136	4957	5816	5613	8413
LMNTD1	0	0	0	0	0	0
LMNTD2	119	91	61	86	123	175
LMO1	2	2	2	2	3	8
LMO2	4519	4557	3877	4961	5027	6664
LMO3	0	0	0	0	0	0
LMO4	1993	1899	2286	2528	2397	3860
LMO7	378	306	349	482	386	683
LMO7DN	0	0	0	0	0	1
LMOD1	0	2	0	0	0	0
LMOD2	0	0	0	0	0	0
LMOD3	0	0	0	0	0	0
LMTK2	281	256	260	317	326	442
LMTK3	7	9	2	6	3	0
LMX1A	0	0	0	0	0	0
LMX1B	0	0	0	0	0	0
LNP1	3	12	5	11	14	12
LNPEP	1112	1101	1009	1361	1326	1962
LNPK	721	749	692	834	876	1184
LNX1	22	7	8	6	8	27
LNX2	237	203	206	300	297	384
LONP1	5844	5317	6734	8381	6247	11749
LONP2	828	743	842	1054	1006	1520
LONRF1	750	856	523	891	743	1112
LONRF2	0	0	0	6	0	3
LONRF3	84	91	80	124	77	157
LOR	0	0	0	0	0	0
LOX	0	2	0	0	0	4
LOXHD1	227	175	132	159	261	272
LOXL1	0	0	0	0	0	0
LOXL2	20	22	27	31	18	63
LOXL3	199	109	179	207	203	344
LOXL4	9	8	8	13	21	26
LPA	0	0	0	0	0	0
LPAR1	101	155	117	169	146	228
LPAR2	1318	980	833	996	1562	1816
LPAR3	571	642	630	960	689	1161
LPAR4	42	52	16	55	62	52
LPAR5	78	73	67	92	110	104
LPAR6	265	270	330	417	325	635
LPCAT1	3618	3657	3142	3786	3984	5664
LPCAT2	793	838	922	1164	961	1782
LPCAT3	1057	1201	856	1163	1158	1631
LPCAT4	1023	1010	828	1337	1312	1756
LPGAT1	948	1049	930	1334	1054	1750
LPIN1	433	399	361	492	500	633
LPIN2	356	322	378	443	341	614
LPIN3	71	67	60	66	91	113
LPL	0	0	0	0	0	1
LPO	391	405	419	550	461	789
LPP	395	372	437	539	558	769
LPXN	938	861	1064	1182	1298	1624
LRAT	0	0	0	0	0	0
LRBA	224	268	258	334	302	503
LRCH1	682	772	668	895	840	1353
LRCH2	0	0	0	0	0	0
LRCH3	713	662	674	754	798	1184
LRCH4	4709	4127	3518	4188	4978	6524
LRCOL1	0	1	0	1	1	1
LRFN1	293	273	213	284	392	336
LRFN2	0	0	0	0	0	0
LRFN3	123	91	127	114	109	261
LRFN4	1552	1441	1735	1657	1727	2790
LRFN5	0	0	0	0	0	0
LRG1	1202	1575	1048	1526	1264	1914
LRGUK	4	10	6	6	13	8
LRIF1	988	1108	979	1276	1142	1728
LRIG1	585	594	531	696	562	1009
LRIG2	337	268	271	356	375	536
LRIG3	0	0	0	0	0	0
LRIT1	0	0	0	0	0	0
LRIT2	0	0	0	0	0	0
LRIT3	20	9	9	7	19	20
LRMP	1864	1984	1331	2136	1873	2717
LRP1	254	188	361	302	328	586
LRP10	617	653	572	668	645	893
LRP11	313	396	323	429	398	628
LRP12	136	142	183	249	156	280
LRP1B	0	0	1	0	0	1
LRP2	0	0	4	1	3	4
LRP2BP	18	12	16	26	35	30
LRP3	2327	2225	2469	2548	2786	4164
LRP4	15	8	21	38	13	26
LRP5	937	977	944	1205	1043	1727
LRP5L	293	216	233	254	298	443
LRP6	78	97	86	145	78	158
LRP8	883	865	822	1171	1055	1672
LRPAP1	1709	1565	1741	1835	1842	2804
LRPPRC	7084	8177	7775	10645	8172	15182
LRR1	478	591	491	736	560	779
LRRC1	73	77	53	77	56	88
LRRC10	0	0	0	0	0	0
LRRC10B	1	0	2	0	0	0
LRRC14	1616	1553	1426	2015	1543	2644
LRRC14B	9	12	8	5	9	8
LRRC15	1	2	2	2	0	2
LRRC17	3	0	2	5	3	2
LRRC18	0	0	0	0	0	0
LRRC19	0	0	0	0	0	0
LRRC2	0	0	0	0	0	0
LRRC20	246	255	219	260	263	352
LRRC23	111	116	86	112	134	143
LRRC24	220	147	123	193	218	286
LRRC25	474	422	561	604	509	969
LRRC26	1	1	5	0	6	2
LRRC27	266	196	216	278	261	367
LRRC28	171	193	146	210	249	251
LRRC29	7	8	9	11	6	23
LRRC3	21	17	28	25	38	45
LRRC30	0	0	0	0	0	0
LRRC31	0	3	2	1	5	1
LRRC32	0	0	0	0	0	0
LRRC34	255	269	240	398	242	551
LRRC36	0	0	0	0	0	0
LRRC37A	25	26	16	20	16	32
LRRC37A2	145	137	123	122	153	214
LRRC37A3	125	96	109	136	169	203
LRRC37B	267	219	186	292	259	405
LRRC38	0	0	0	0	0	0
LRRC39	44	27	52	29	56	85
LRRC3B	1	0	0	0	0	0
LRRC3C	0	0	0	1	0	0
LRRC4	0	0	0	0	0	0
LRRC40	391	423	392	591	502	771
LRRC41	816	882	886	1065	951	1566
LRRC42	151	162	139	165	168	262
LRRC43	4	2	0	3	0	1
LRRC45	1323	989	1001	1109	1312	1634
LRRC46	14	13	14	8	10	13
LRRC47	1633	1551	1494	1716	1650	2485
LRRC49	6	4	17	9	7	31
LRRC4B	2	1	3	1	1	2
LRRC4C	0	0	0	0	0	0
LRRC52	0	0	0	0	0	0
LRRC53	0	0	0	0	0	0
LRRC55	0	0	0	0	0	0
LRRC56	98	91	106	145	143	286
LRRC57	366	350	340	469	394	614
LRRC58	723	790	825	1093	839	1445
LRRC59	2524	2845	2938	3707	3089	4807
LRRC6	43	23	45	47	38	89
LRRC61	0	0	0	0	0	0
LRRC63	15	6	7	5	5	13
LRRC66	0	0	0	0	5	0
LRRC69	58	34	55	51	75	98
LRRC7	0	0	0	3	0	4
LRRC70	1	0	4	0	0	0
LRRC71	0	1	0	1	0	0
LRRC72	0	0	0	0	0	0
LRRC73	1	1	0	0	0	0
LRRC74A	0	0	0	0	1	0
LRRC74B	0	0	3	0	0	2
LRRC75A	199	172	171	168	217	276
LRRC75B	4	2	3	6	2	5
LRRC8A	408	487	450	590	453	797
LRRC8B	246	198	179	292	185	451
LRRC8C	1023	1177	847	1202	1180	1644
LRRC8D	1358	1239	1390	1566	1584	2413
LRRC8E	0	0	0	0	0	1
LRRC9	0	0	0	0	0	0
LRRCC1	650	669	560	777	755	1051
LRRD1	2	0	0	0	0	0
LRRFIP1	3454	3429	3343	3946	4283	6336
LRRFIP2	1009	1135	739	995	1219	1384
LRRIQ1	0	0	0	0	0	0
LRRIQ3	9	4	5	6	11	13
LRRIQ4	4	3	3	8	8	7
LRRK1	1011	875	863	1020	1116	1768
LRRK2	75	28	108	91	62	167
LRRN1	0	0	0	0	0	0
LRRN2	0	0	0	0	0	2
LRRN3	0	0	0	0	0	0
LRRN4	0	0	0	0	0	0
LRRN4CL	1	3	0	1	5	5
LRRTM1	0	0	0	0	0	0
LRRTM2	1	1	0	4	0	9
LRRTM3	0	0	0	0	0	0
LRRTM4	0	0	0	0	0	0
LRSAM1	677	530	619	811	793	1261
LRTM1	0	0	0	0	0	0
LRTM2	6	9	17	10	10	8
LRTOMT	27	46	35	22	35	34
LRWD1	455	522	561	698	509	814
LSAMP	0	0	0	0	0	0
LSG1	1321	1340	1165	1540	1403	2087
LSM1	1055	1169	996	1414	1044	1640
LSM10	332	325	281	401	332	491
LSM11	158	212	166	250	249	339
LSM12	385	473	459	591	551	817
LSM14A	2806	3323	2887	3879	3277	5180
LSM14B	1256	1198	1322	1506	1510	2230
LSM2	1472	1534	1241	1802	1406	2041
LSM3	951	1047	831	1313	913	1296
LSM4	4624	4566	3986	4888	5008	6051
LSM5	951	1018	779	1280	1001	1347
LSM6	430	528	413	599	420	625
LSM7	2587	2757	2390	3339	2407	3521
LSM8	1338	1318	1096	1751	1229	2055
LSMEM1	30	30	33	22	36	46
LSMEM2	6	10	5	7	8	14
LSP1	845	556	1554	954	1077	2167
LSR	9	12	9	6	16	7
LSS	1605	1411	1056	1438	1426	2043
LST1	3903	3930	3281	4581	3493	5125
LTA	6	11	10	7	6	4
LTA4H	1510	1585	1489	1912	1875	2812
LTB	225	258	157	206	245	197
LTB4R	1344	1054	873	1331	1472	1926
LTB4R2	107	91	99	133	124	189
LTBP1	0	0	0	0	0	0
LTBP2	15	15	8	12	11	9
LTBP3	49	69	72	68	64	71
LTBP4	680	655	536	688	716	985
LTBR	1735	1651	1747	1823	1860	2806
LTC4S	2	0	2	0	0	0
LTF	1	0	1	0	3	0
LTK	10	2	2	8	2	3
LTN1	680	608	580	888	760	1251
LTV1	800	827	757	981	764	1452
LUC7L	2136	1820	1588	2094	2196	3124
LUC7L2	653	711	674	859	660	1076
LUC7L3	5560	5285	4593	5960	6933	9024
LUM	2	2	3	5	2	11
LURAP1	2	3	0	2	0	0
LURAP1L	14	22	19	17	11	25
LUZP1	705	730	653	848	819	1230
LUZP2	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0
LUZP6	0	0	0	0	0	0
LVRN	7	2	1	1	3	10
LXN	0	0	4	0	0	5
LY6D	0	0	0	3	0	0
LY6E	3733	3987	3408	4107	3821	5205
LY6G5B	146	87	40	86	130	160
LY6G5C	2	1	6	9	5	2
LY6G6C	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0
LY6G6E	0	0	0	0	0	0
LY6G6F	0	0	0	0	0	0
LY6H	0	0	0	0	0	0
LY6K	0	2	0	0	0	0
LY6L	0	0	0	0	0	0
LY75	409	438	448	591	433	918
LY75-CD302	0	0	0	0	0	0
LY86	644	685	701	916	809	1208
LY9	75	86	101	149	135	198
LY96	55	33	70	70	53	87
LYAR	1441	1506	1484	1864	1524	2534
LYG1	12	3	4	6	13	15
LYG2	1	0	0	0	0	0
LYL1	2071	1872	2043	2360	2163	3177
LYN	2367	2669	2674	3057	2746	4387
LYNX1	0	0	0	0	0	0
LYPD1	0	0	0	0	0	0
LYPD2	0	0	0	0	0	0
LYPD3	4	2	0	2	3	0
LYPD4	0	0	0	0	0	0
LYPD5	0	0	0	0	0	0
LYPD6	0	0	0	0	0	0
LYPD6B	0	0	0	0	0	0
LYPD8	1	0	0	1	0	0
LYPLA1	1245	1455	1448	2132	1315	2706
LYPLA2	1508	1395	1319	1599	1478	2112
LYPLAL1	538	537	542	656	632	850
LYRM1	159	188	166	216	210	273
LYRM2	1062	1167	1070	1437	1294	1802
LYRM4	1253	1290	1137	1546	1340	1879
LYRM7	682	714	661	931	743	1409
LYRM9	28	23	31	32	21	32
LYSMD1	33	38	31	24	39	52
LYSMD2	243	270	240	316	226	417
LYSMD3	236	300	259	382	303	541
LYSMD4	79	88	56	99	106	151
LYST	10291	9609	9706	12536	11976	19972
LYVE1	0	0	0	0	0	0
LYZ	27994	21085	51988	45486	42733	97059
LYZL1	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0
LYZL6	0	0	0	0	0	0
LZIC	242	274	252	311	265	447
LZTFL1	115	108	112	140	111	204
LZTR1	1175	1199	1160	1529	1370	2153
LZTS1	16	9	13	11	12	21
LZTS2	2622	2260	1749	2256	2894	3630
LZTS3	51	16	29	58	59	48
M1AP	32	23	38	37	45	72
M6PR	2411	2408	2819	3399	2948	4846
MAATS1	0	0	0	0	0	0
MAB21L1	1	0	0	0	0	0
MAB21L2	0	0	0	0	0	0
MAB21L3	12	8	12	14	14	7
MACC1	0	0	0	0	0	0
MACF1	2221	2211	2040	2383	2497	3610
MACROD1	304	247	273	481	283	535
MACROD2	0	0	0	0	0	0
MAD1L1	1490	1505	1404	1483	1559	2241
MAD2L1	1149	1317	1052	1471	1009	1735
MAD2L1BP	594	693	588	815	671	993
MAD2L2	1923	1995	1473	1890	1705	2282
MADCAM1	23	10	4	18	23	26
MADD	1989	1907	1665	2058	2112	2818
MAEA	1969	1710	2024	2261	2308	3414
MAEL	75	98	45	69	117	64
MAF	20	17	52	18	30	76
MAF1	2790	2872	2677	3113	2906	3991
MAFA	0	0	2	3	3	1
MAFB	33	29	112	48	55	152
MAFF	48	32	46	50	76	67
MAFG	3717	3402	3206	3993	3923	5660
MAFK	1114	887	865	901	1137	1450
MAG	0	2	0	0	2	8
MAGEA1	0	0	0	0	0	0
MAGEA10	0	0	0	0	1	0
MAGEA11	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0
MAGEA4	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0
MAGEA8	2	0	0	0	0	1
MAGEA9	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0
MAGEB10	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0
MAGEB17	0	0	0	0	0	0
MAGEB18	0	0	0	0	0	0
MAGEB2	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0
MAGEB6P1	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0
MAGEC3	0	0	0	0	0	0
MAGED1	0	0	0	0	0	0
MAGED2	304	384	291	483	270	597
MAGED4	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0
MAGEE1	0	1	1	0	0	1
MAGEE2	0	0	0	0	0	0
MAGEF1	731	749	618	778	789	1135
MAGEH1	30	25	22	31	23	33
MAGEL2	0	0	0	0	0	0
MAGI1	0	0	0	0	0	0
MAGI2	1	1	0	3	1	1
MAGI3	30	51	25	31	25	61
MAGIX	26	31	21	15	56	33
MAGOH	677	807	648	940	588	1029
MAGOHB	441	494	392	694	495	743
MAGT1	547	659	578	778	648	1028
MAIP1	187	228	202	308	183	361
MAJIN	0	0	0	0	1	0
MAK	4	5	1	0	2	5
MAK16	929	1034	915	1462	1037	1675
MAL	0	0	0	0	0	0
MAL2	0	0	0	0	0	0
MALL	0	0	0	0	0	0
MALRD1	0	0	0	0	0	0
MALSU1	343	364	319	588	349	552
MALT1	312	353	376	453	401	654
MAMDC2	0	0	0	0	0	0
MAMDC4	151	146	178	202	147	306
MAML1	892	981	789	980	942	1465
MAML2	95	93	73	94	106	137
MAML3	237	311	166	287	244	422
MAMLD1	4	1	0	4	0	6
MAMSTR	8	1	1	5	6	1
MAN1A1	136	161	188	184	159	254
MAN1A2	510	543	423	662	508	886
MAN1B1	1629	1177	1292	1508	1599	2503
MAN1C1	53	89	83	108	64	163
MAN2A1	638	702	662	873	705	1174
MAN2A2	3272	2954	2767	3769	3579	5608
MAN2B1	3987	3446	4070	4497	5085	8024
MAN2B2	807	894	847	977	1061	1576
MAN2C1	6077	5173	4599	6649	5932	8801
MANBA	1445	1055	1149	1370	1560	2305
MANBAL	199	187	216	257	220	285
MANEA	321	432	319	498	378	646
MANEAL	7	21	18	25	10	63
MANF	628	669	645	866	632	1018
MANSC1	2	2	18	14	11	17
MANSC4	0	1	0	0	0	0
MAOA	0	0	0	0	0	0
MAOB	0	0	0	0	0	0
MAP10	0	0	5	3	5	3
MAP1A	2	3	4	2	2	12
MAP1B	0	0	2	0	0	0
MAP1LC3A	29	32	32	42	45	49
MAP1LC3B	734	846	765	937	844	1151
MAP1LC3B2	5	2	2	6	2	5
MAP1LC3C	0	0	0	0	0	0
MAP1S	910	1063	1238	1103	1051	1599
MAP2	0	0	0	0	0	0
MAP2K1	1000	1065	1045	1274	1161	1655
MAP2K2	5022	4797	4968	5022	5846	7829
MAP2K3	632	692	756	816	862	1309
MAP2K4	307	325	309	449	362	551
MAP2K5	729	657	679	864	762	1261
MAP2K6	27	35	29	36	36	35
MAP2K7	1867	1666	1634	1865	1942	2888
MAP3K1	1981	1968	1814	2384	2204	3415
MAP3K10	847	695	699	697	962	1280
MAP3K11	1517	1261	1345	1306	1577	2065
MAP3K12	202	141	149	147	247	328
MAP3K13	392	407	372	488	513	711
MAP3K14	155	148	135	147	162	291
MAP3K15	0	3	7	2	8	7
MAP3K19	0	0	0	0	0	0
MAP3K2	726	730	841	873	920	1462
MAP3K20	1044	1180	1036	1418	1194	1981
MAP3K21	22	52	25	41	48	86
MAP3K3	762	621	599	696	889	1165
MAP3K4	1230	1175	1097	1341	1427	2208
MAP3K5	477	484	490	651	556	1000
MAP3K6	333	355	318	370	473	496
MAP3K7	1685	1735	1649	2092	1958	3253
MAP3K7CL	7	4	7	6	1	5
MAP3K8	232	201	229	305	251	407
MAP3K9	4	8	7	6	8	4
MAP4	2286	2502	2553	2987	2718	4119
MAP4K1	39	32	38	16	35	80
MAP4K2	1166	1008	901	1089	1154	1562
MAP4K3	168	147	188	219	189	290
MAP4K4	1885	1986	2038	2427	2298	3504
MAP4K5	735	693	636	938	915	1377
MAP6	0	0	0	0	0	0
MAP6D1	18	16	11	17	24	19
MAP7	95	115	77	123	108	156
MAP7D1	2732	2705	2964	2889	3452	4720
MAP7D2	1	5	0	2	3	0
MAP7D3	440	554	560	648	542	899
MAP9	0	0	0	0	0	0
MAPK1	1626	1885	1868	2329	2039	3167
MAPK10	19	15	41	71	62	91
MAPK11	570	474	319	541	478	638
MAPK12	1437	1245	1342	1654	1538	2546
MAPK13	51	24	28	29	50	42
MAPK14	2946	2567	2344	3195	2877	4695
MAPK15	4	3	2	5	4	9
MAPK1IP1L	1540	1579	1445	2035	1730	2631
MAPK3	396	425	420	555	458	772
MAPK4	0	0	0	0	0	3
MAPK6	1153	1297	1237	1683	1292	2098
MAPK7	451	435	382	382	489	718
MAPK8	809	752	719	1016	834	1301
MAPK8IP1	30	16	19	27	32	32
MAPK8IP2	25	22	23	31	51	44
MAPK8IP3	3477	2550	2574	2992	3782	5197
MAPK9	776	834	696	928	809	1363
MAPKAP1	1135	1215	1202	1342	1286	2085
MAPKAPK2	3372	3309	3448	3772	3950	5980
MAPKAPK3	1905	1946	1916	2511	2014	3167
MAPKAPK5	1713	1552	1513	1959	1776	2726
MAPKBP1	201	211	252	252	295	467
MAPRE1	1671	1846	1814	2371	1747	3180
MAPRE2	660	806	603	948	840	1258
MAPRE3	1	0	3	2	2	7
MAPT	3	3	3	9	2	10
MARC1	36	34	34	69	35	82
MARC2	0	0	0	0	0	0
MARCH1	41	33	34	36	39	84
MARCH10	0	0	0	0	0	0
MARCH11	1	2	0	1	0	2
MARCH2	308	274	397	357	434	639
MARCH3	12	8	22	16	12	28
MARCH4	0	0	0	0	4	0
MARCH5	773	831	792	1060	835	1488
MARCH6	4713	4378	3813	6004	5234	8379
MARCH7	1674	1861	1735	2429	1912	3472
MARCH8	318	353	379	465	370	578
MARCH9	834	856	800	909	1002	1459
MARCKS	1220	1404	1666	2084	1667	3201
MARCKSL1	2799	2978	3097	3568	3008	4946
MARCO	101	78	185	152	156	335
MARK1	0	0	0	0	0	0
MARK2	1088	984	1042	1083	1406	1830
MARK3	1711	1521	1336	1743	1972	2798
MARK4	230	280	297	295	256	437
MARS	5803	5425	5639	7508	6227	9949
MARS2	437	465	574	844	355	1028
MARVELD1	4252	4505	3974	4935	4938	6759
MARVELD2	2	0	3	1	0	0
MARVELD3	0	0	0	0	0	0
MAS1	9	1	4	4	1	2
MAS1L	0	0	0	0	0	0
MASP1	0	0	0	0	0	0
MASP2	1	2	9	1	2	6
MAST1	171	154	153	185	190	287
MAST2	351	283	349	418	386	709
MAST3	2673	2096	2144	2319	3701	4317
MAST4	1	1	2	1	3	14
MASTL	551	543	437	664	550	806
MAT1A	0	0	0	0	0	0
MAT2A	7098	6793	6252	10245	6756	13132
MAT2B	1708	1911	1602	2339	1963	2949
MATK	2051	1959	2524	2606	2535	3827
MATN1	0	2	3	3	0	6
MATN2	2	5	2	9	5	8
MATN3	0	0	0	0	0	0
MATN4	16	23	22	24	13	34
MATR3	6558	7077	6369	9003	7750	12084
