Gene,MOLM13_sgNT_R1,MOLM13_sgNT_R2
BAHD1,71.108,72.444
BAIAP2,0.878,0.786
BAIAP2-DT,8.671,8.369
BAIAP2L1,0.741,0.796
BAIAP2L2,0.237,0.063
BAIAP3,0.155,0.154
BAK1,107.215,107.653
BAK1P1,1.031,1.695
BAK1P2,0,0
BAMBI,3.713,2.992
BANCR,0,0
BANF1,306.488,298.45
BANF1P1,0,0
BANF1P2,0.828,0
BANF1P3,3.908,3.355
BANF1P4,0.27,0.249
BANF1P5,0,0
BANF2,0,0
BANK1,0.569,0.581
BANP,7.399,7.518
BAP1,90.897,90.85
BARD1,20.515,20.862
BARHL1,0,0
BARHL2,0,0
BARX1,15.817,16.006
BARX1-DT,0.128,0
BARX2,0,0.036
BASP1,79.752,86.228
BASP1-AS1,0,0.006
BASP1P1,0,0
BATF,51.74,52.7
BATF2,0.078,0.096
BATF3,16.194,16.755
BAX,220.297,214.717
BAZ1A,117.041,114.949
BAZ1B,151.932,153.37
BAZ2A,75.749,78.913
BAZ2B,21.505,21.117
BBC3,42.526,46.847
BBIP1,3.979,3.862
BBIP1P1,0,0
BBOF1,0.331,0.16
BBOX1,0,0
BBOX1-AS1,0,0.05
BBS1,0.036,0.132
BBS10,10.21,9.799
BBS12,5.075,4.751
BBS2,2.005,1.671
BBS4,8.414,8.445
BBS5,1.148,1.093
BBS7,10.789,11.081
BBS9,1.079,1.103
BBX,10.838,11.947
BCAM,0,0.027
BCAN,0,0
BCAP29,0.866,1.057
BCAP31,205.8,210.557
BCAP31P1,0,0
BCAP31P2,0.183,0
BCAR1,0.135,0.139
BCAR1P1,0,0
BCAR1P2,0,0
BCAR3,0.095,0.078
BCAR3-AS1,0,0
BCAR4,0,0
BCAS1,0.036,0.025
BCAS2,103.439,100.548
BCAS2P1,0,0
BCAS2P2,0.108,0
BCAS2P3,0,0
BCAS3,3.364,3.535
BCAS4,0.019,0.027
BCAT1,160.483,177.533
BCAT2,35.638,36.426
BCCIP,105.481,100.265
BCDIN3D,5.602,5.197
BCDIN3D-AS1,0,0.038
BCHE,0,0
BCKDHA,41.01,43.542
BCKDHB,32.34,32.217
BCKDK,65.504,67.085
BCL10,29.456,28.07
BCL11A,9.603,10.445
BCL11B,0.017,0
BCL2,94.405,97.955
BCL2A1,23.27,20.225
BCL2L1,21.854,22.969
BCL2L1-AS1,1.558,3.602
BCL2L10,0,0.153
BCL2L11,50.529,51.858
BCL2L12,86.537,88.52
BCL2L12P1,0,0.092
BCL2L13,52.909,54.641
BCL2L14,0,0
BCL2L15,0.048,0.081
BCL2L2,16.593,15.849
BCL2L2-PABPN1,2.259,2.306
BCL3,18.745,19.181
BCL6,3.081,2.882
BCL6B,0,0
BCL7A,45.813,43.804
BCL7B,75.138,74.746
BCL7C,18.571,20.203
BCL9,2.797,2.192
BCL9L,14.44,14.212
BCL9P1,0,0
BCLAF1,190.492,186.988
BCLAF1P1,0.45,0.857
BCLAF3,3.976,4.457
BCO1,0,0
BCO2,0.162,0.11
BCOR,70.286,69.621
BCORL1,9.358,8.938
BCORP1,0.085,0.066
BCR,11.036,11.001
BCRP1,0,0
BCRP2,0.027,0.012
BCRP3,0.042,0.039
BCRP4,0,0
BCRP5,0.288,0
BCRP6,0,0
BCRP7,0,0
BCRP8,0,0.264
BCRP9,0,0
BCS1L,37.562,37.2
BCYRN1,10.2,13.136
BDH1,19.68,20.179
BDH2,4.277,4.729
BDH2P1,0,0.092
BDKRB1,0,0
BDKRB2,0,0
BDNF,0.245,0.235
BDNF-AS,0.147,0.114
BDP1,48.463,48.778
BDP1P,0.037,0.034
BEAN1,0,0
BEAN1-AS1,0,0
BECN1,52.421,51.344
BECN1P2,0,0
BECN2,0,0
BEGAIN,3.348,3.788
BEND2,0,0
BEND3,22.809,22.842
BEND3P1,0,0
BEND3P2,0.162,0.329
BEND4,0,0
BEND5,0.374,0.189
BEND6,7.051,6.207
BEND7,0,0
BEND7P1,0,0.147
BEST1,0.52,0.473
BEST2,0,0
BEST3,0,0
BEST4,0.174,0.268
BET1,9.795,9.365
BET1-AS1,0,0
BET1L,46.62,47.144
BET1P1,0,0
BEX1,0.183,0.254
BEX2,0,0
BEX3,0,0
BEX4,0.111,0
BEX5,0,0
BFAR,69.748,72.661
BFSP1,1.383,1.279
BFSP2,0,0
BFSP2-AS1,0,0
BGLAP,0.227,0.28
BGLT3,0,0
BGN,0,0
BHLHA15,0,0
BHLHA9,0.081,0
BHLHB9,0.053,0.061
BHLHB9P1,0,0
BHLHE22,0,0
BHLHE23,0,0
BHLHE40,46.273,44.353
BHLHE40-AS1,0.136,0.188
BHLHE41,0,0
BHMG1,0.596,0.63
BHMT,0,0
BHMT2,0,0
BICC1,0,0
BICD1,4.518,4.774
BICD1P1,0,0
BICD2,50.543,49.665
BICDL1,2.763,2.42
BICDL2,0.015,0.014
BICRA,21.304,23.528
BICRA-AS1,0,0
BICRAL,25.873,26.796
BID,84.282,78.908
BIK,67.573,72.392
BIN1,0.35,0.285
BIN2,112.543,114.784
BIN2P1,0.667,0.528
BIN2P2,0.112,0.103
BIN3,37.821,38.482
BIRC2,23.729,21.984
BIRC3,0.078,0.063
BIRC5,144.173,142.018
BIRC6,49.682,61.354
BIRC6-AS1,0,0
BIRC6-AS2,0,0
BIRC7,0.188,0.087
BIRC8,0,0
BISPR,5.647,5.199
BIVM,0.238,0.457
BIVM-ERCC5,0,0
BLACAT1,0,0
BLACE,0.119,0.137
BLCAP,23.148,23.028
BLID,0,0
BLK,0.03,0.055
BLM,57.754,56.514
BLMH,76.945,77.772
BLNK,0.377,0.381
BLOC1S1,21.383,22.292
BLOC1S2,46.004,44.199
BLOC1S2P1,0,0.224
BLOC1S3,30.063,30.309
BLOC1S4,60.448,63.974
BLOC1S5,53.015,50.711
BLOC1S5-TXNDC5,0.024,0
BLOC1S6,64.587,60.868
BLVRA,6.322,6.955
BLVRB,17.481,17.206
BLZF1,14.705,14.954
BLZF2P,0.193,0.238
BMERB1,0.104,0.211
BMF,24.411,22.879
BMF-AS1,0,0
BMI1,182.92,174.638
BMI1P1,0,0
BMP1,25.001,25.336
BMP10,3.271,3.103
BMP15,0,0
BMP2,51.218,54.08
BMP2K,22.185,23.202
BMP2KL,0,0
BMP3,0,0
BMP4,0.259,0.218
BMP5,0,0
BMP6,0,0
BMP6P1,0,0
BMP7,0,0
BMP7-AS1,0,0
BMP8A,0.026,0.024
BMP8B,61.612,63.496
BMP8B-AS1,0,0
BMPER,0.328,0.337
BMPR1A,0.666,0.573
BMPR1AP1,0.046,0.169
BMPR1AP2,0,0
BMPR1B,0,0.01
BMPR1B-DT,0,0
BMPR2,11.241,11.842
BMS1,77.386,77.573
BMS1P1,0.034,0.078
BMS1P10,0.457,0.591
BMS1P11,0,0
BMS1P12,0.103,0
BMS1P13,0,0
BMS1P14,0,0
BMS1P15,0.064,0
BMS1P16,0,0
BMS1P17,0,0
BMS1P18,0,0
BMS1P19,0,0
BMS1P2,0,0
BMS1P21,0,0
BMS1P3,0,0
BMS1P4,1.029,0.884
BMS1P5,0.088,0.051
BMS1P6,0,0
BMS1P7,0,0
BMS1P8,0.064,0
BMS1P9,0,0
BMT2,11.382,10.605
BMX,0,0
BNC1,0,0
BNC2,0,0.004
BNC2-AS1,0,0
BNIP1,29.383,27.387
BNIP2,78.4,76.568
BNIP3,24.547,21.948
BNIP3L,76.741,73.11
BNIP3P1,0.735,0.51
BNIP3P10,0,0
BNIP3P11,0,0
BNIP3P13,0,0
BNIP3P15,0,0
BNIP3P16,0,0
BNIP3P17,0,0
BNIP3P18,0,0
BNIP3P19,0,0
BNIP3P2,0,0
BNIP3P20,0,0
BNIP3P22,0,0
BNIP3P23,0,0
BNIP3P24,0,0
BNIP3P25,0,0
BNIP3P26,0,0
BNIP3P27,0,0
BNIP3P28,0,0
BNIP3P29,0,0
BNIP3P3,0,0
BNIP3P30,0,0
BNIP3P31,0,0
BNIP3P32,0,0
BNIP3P33,0,0
BNIP3P34,0,0
BNIP3P35,0,0
BNIP3P36,0,0
BNIP3P37,0,0
BNIP3P38,0,0
BNIP3P39,0,0
BNIP3P4,0,0
BNIP3P40,0,0
BNIP3P41,4.111,3.735
BNIP3P42,0,0
BNIP3P5,1.317,1.894
BNIP3P6,0,0
BNIP3P7,0,0
BNIP3P8,0,0
BNIP3P9,0,0
BNIP5,0,0
BNIPL,0.115,0.212
BOC,0.063,0.091
BOD1,32.735,34.839
BOD1L1,22.434,22.551
BOD1L2,0.022,0.02
BOD1P1,0,0
BOD1P2,0,0
BOK,0,0
BOK-AS1,0,0
BOLA1,1.795,1.937
BOLA2,0.039,0.107
BOLA2-SMG1P6,2.132,2.149
BOLA2B,0.48,0.542
BOLA2P1,0,0
BOLA2P2,0,0
BOLA2P3,0,0
BOLA3,42.312,45.479
BOLA3-AS1,0.313,0.416
BOLA3P1,0,0
BOLA3P2,0,0.209
BOLA3P3,0.628,0
BOLA3P4,0,0
BOLL,0,0
BOP1,54.938,55.986
BORA,60.979,58.195
BORCS5,7.206,8.056
BORCS6,29.882,31.076
BORCS7,24.814,22.639
BORCS7-ASMT,0,0
BORCS8,5.588,5.831
BORCS8-MEF2B,0.038,0.035
BPESC1,0,0
BPGM,16.472,16.688
BPHL,1.273,1.282
BPI,0.205,0.217
BPIFA1,0,0
BPIFA2,0,0
BPIFA3,0,0
BPIFA4P,0,0
BPIFB1,0,0
BPIFB2,0,0
BPIFB3,0,0
BPIFB4,0,0
BPIFB5P,0,0
BPIFB6,0,0
BPIFB9P,0,0
BPIFC,0,0
BPNT1,62.562,59.378
BPTF,37.7,39.008
BPTFP1,0,0
BPY2,0,0
BPY2B,0,0
BPY2C,0,0
BPY2DP,0,0
BRAF,9.269,9.967
BRAFP1,0,0.025
BRAP,40.639,40.293
BRAT1,51.416,52.433
BRCA1,51.243,50.243
BRCA2,36.325,40.995
BRCC3,78.424,75.704
BRCC3P1,2.681,3.4
BRD1,44.824,43.227
BRD2,283.044,267.349
BRD3,66.415,69.261
BRD3OS,3.28,3.27
BRD4,71.167,74.276
BRD7,34.362,32.833
BRD7P1,0,0
BRD7P2,1.911,1.663
BRD7P4,0.096,0.044
BRD7P5,0.2,0.111
BRD7P6,0,0
BRD8,39.956,39.054
BRD9,32.542,31.392
BRD9P1,0,0
BRD9P2,0,0
BRDT,0,0
BRDTP1,0,0
BRF1,12.827,13.041
BRF2,36.926,37.785
BRI3,30.553,30.005
BRI3BP,202.655,207.214
BRI3BPP1,0,0
BRI3P1,0,0.356
BRICD5,1.329,1.035
BRINP1,0,0
BRINP2,0,0
BRINP3,0,0
BRIP1,14.241,14.331
BRIX1,100.797,96.353
BRIX1P1,0,0
BRK1,334.141,333.768
BRK1P1,0,0
BRK1P2,0,0
BRMS1,93.176,102.196
BRMS1L,13.174,12.371
BROX,62.955,62.615
BRPF1,49.075,47.151
BRPF3,29.483,28.787
BRS3,0,0
BRSK1,0.553,0.392
BRSK2,0.042,0.029
BRWD1,11.271,11.884
BRWD1-AS1,0,0
BRWD1-IT1,0,0.276
BRWD1-IT2,0.146,0.202
BRWD1P1,0,0
BRWD1P2,0,0
BRWD1P3,0,0
BRWD3,12.597,14.051
BSCL2,1.36,1.291
BSDC1,16.963,16.392
BSG,683.363,679.6
BSN,0.157,0.141
BSN-AS1,0,0
BSN-DT,0.099,0
BSND,0,0
BSNDP1,0,0
BSNDP2,0,0
BSNDP3,0,0
BSNDP4,0,0
BSPH1,0,0
BSPRY,3.364,2.88
BST1,24.236,23.747
BST2,166.763,162.197
BSX,0,0
BTAF1,66.699,69.362
BTBD1,92.517,93.539
BTBD10,23.223,22.454
BTBD10P1,0,0
BTBD10P2,0.323,0.1
BTBD11,0.193,0.153
BTBD16,0,0
BTBD17,0,0
BTBD18,0,0.021
BTBD19,0.455,0.536
BTBD2,87.054,90.941
BTBD3,33.622,32.74
BTBD6,34.907,38.694
BTBD6P1,3.105,2.712
BTBD7,29.753,30.118
BTBD7P1,3.41,3.709
BTBD7P2,0,0
BTBD8,0.542,0.606
BTBD9,7.487,6.774
BTBD9-AS1,0,0
BTC,0,0
BTD,4.43,4.77
BTF3,1275.592,1203.684
BTF3L4,35.634,35.471
BTF3L4P1,0.156,1.439
BTF3L4P2,10.739,10.708
BTF3L4P3,0.459,0
BTF3L4P4,0,0
BTF3P1,0,0
BTF3P10,0.589,1.089
BTF3P11,0,0.141
BTF3P12,0,0
BTF3P13,0.743,0.412
BTF3P14,0,0
BTF3P15,0,0
BTF3P2,0,0.277
BTF3P4,0.294,1.361
BTF3P5,0.936,0.721
BTF3P6,0.438,0.27
BTF3P7,6.868,5.522
BTF3P8,0.554,0.128
BTF3P9,0,0
BTG1,39.559,44.344
BTG1P1,0,0
BTG2,58.589,50.479
BTG3,18.626,19.735
BTG3-AS1,0.622,0.418
BTG3P1,0,0
BTG4,0,0
BTG4P1,0,0
BTK,152.775,152.733
BTLA,0.101,0.075
BTN1A1,0.025,0
BTN2A1,30.475,27.269
BTN2A2,5.648,5.443
BTN2A3P,2.233,2.322
BTN3A1,6.866,7.042
BTN3A2,19.513,19.754
BTN3A3,0.464,0.5
BTNL10,0,0
BTNL2,0,0
BTNL3,0.03,0.055
BTNL8,0.037,0.017
BTNL9,0,0
BTRC,10.61,9.341
BUB1,81.609,82.761
BUB1B,90.524,88.947
BUB1B-PAK6,0,0
BUB1P1,0,0
BUB3,90.204,91.399
BUB3P1,0,0
BUD13,64.927,65.276
BUD13P1,0,0
BUD23,33.793,32.668
BUD31,130.927,128.682
BUD31P1,0,0
BUD31P2,0,0
BVES,0.742,0.756
BVES-AS1,0.033,0.02
BX004807.1,0,0
BX004987.1,0,0.812
BX005019.1,0,0
BX005040.1,0,0
BX005040.2,0,0
BX005040.3,0,0
BX005040.4,0,0
BX005132.1,0,0
BX005195.1,0,0
BX005214.1,0,0
BX005214.2,0,0
BX005214.3,0,0
BX005266.1,0,0
BX005266.2,0,0
BX005266.3,0,0
BX072579.1,0.101,0
BX072579.2,0,0
BX088645.2,0,0
BX088645.3,0,0
BX088651.1,0,0
BX088651.2,0,0
BX088651.3,0,0
BX088651.4,0,0
BX088723.1,0,0
BX119321.1,0,0
BX119904.1,0.209,0
BX119904.2,0,0
BX119917.1,0,0
BX119927.1,0,0
BX248123.1,0,0
BX248409.1,0.857,0.528
BX248415.1,0,0
BX255923.1,0,0
BX255923.2,0,0
BX255923.3,0,0
BX255925.1,0,0
BX255925.2,0,0
BX255925.3,37.612,36.75
BX255925.4,0,0
BX255972.1,0,0
BX276092.1,0,0
BX276092.2,0,0
BX276092.3,0,0
BX276092.4,0,0
BX276092.5,0,0
BX276092.6,0,0
BX276092.7,0,0
BX276092.8,0,0
BX276092.9,0,0
BX284613.1,0,0
BX284613.2,0,0
BX284656.1,0,0
BX284656.2,0,0
BX284668.1,0,0
BX284668.2,0,0
BX284668.3,0,0
BX284668.4,0,0
BX284668.5,0.924,0.917
BX284668.6,0,0
BX293535.1,6.951,9.759
BX293995.1,0,0
BX295541.1,0,0.269
BX322234.1,2.805,3.06
BX322234.2,0.684,0.632
BX322534.1,0,0
BX322557.1,0,0
BX322557.2,0,0
BX322559.1,0,0
BX322562.1,0,0
BX322635.1,0,0
BX322639.1,0,0
BX322650.1,0.034,0.063
BX322784.1,0.338,0.125
BX323014.1,0,0
BX323043.1,0,0
BX323046.1,0.136,0.252
BX323046.2,1.028,0.95
BX323845.1,0,0
BX323845.2,0,0
BX323845.3,0.138,0.128
BX323860.1,0,0
BX324167.1,0,0
BX324167.2,0,0.102
BX469938.1,0,0
BX470102.1,0,0
BX470102.2,0,0
BX470111.1,0,0
BX470187.1,0,0
BX470209.1,0,0
BX470209.2,0,0
BX510359.1,0,0
BX510359.2,0,0
BX510359.3,0,0
BX510359.4,0,0
BX510359.5,0,0
BX510359.6,0,0
BX510359.7,0,0
BX510359.8,0,0
BX537318.1,0.241,0.167
BX537318.2,0.018,0
BX539320.1,0.083,0
BX546033.1,0,0
BX546450.1,0,0
BX546450.2,0,0
BX547991.2,0,0
BX571673.1,0,0
BX571818.1,0.316,0.195
BX571846.1,0,0
BX640514.1,0,0
BX640514.2,6.564,6.869
BX640515.1,0,0
BX649553.1,0,0
BX649553.2,0,0
BX649553.3,0,0
BX649553.4,0,0
BX649567.1,0,0
BX649597.1,0,0
BX649597.3,0,0
BX649597.4,0,0
BX649601.1,0.127,0
BX649632.1,0.075,0.138
BX664608.1,0,0
BX664615.1,0,0
BX664615.2,0,0
BX664718.1,0,0
BX664725.1,0,0
BX664726.3,0,0
BX664727.1,0,0
BX664727.2,0,0
BX664727.3,0,0
BX664730.1,0,0
BX664739.1,0,0
BX679664.1,2.016,2.396
BX679664.2,0,0
BX679664.3,18.773,22.333
BX682237.1,0,0
BX842242.1,0,0
BX842559.1,0,0
BX842559.2,0,0
BX842568.1,0,0
BX842568.2,0.415,0.712
BX842568.3,0,0
BX842568.4,0,0
BX842570.1,0.024,0
BX842679.1,0,0
BX890604.1,0.154,0
BX890604.2,2.082,1.995
BX927359.1,0,0
BYSL,186.494,186.404
BZW1,103.175,101.657
BZW1-AS1,0.665,0.077
BZW1P1,0.059,0.109
BZW1P2,13.055,11.988
BZW2,171.664,170.835
C10orf105,0.134,0.055
C10orf113,0,0
C10orf120,0,0
C10orf143,0.289,0.316
C10orf53,0,0
C10orf55,0.869,0.991
C10orf62,0,0
C10orf67,0,0
C10orf71,0,0
C10orf71-AS1,0,0
C10orf82,0,0
C10orf88,8.744,8.827
C10orf88B,0.478,0.694
C10orf90,0,0
C10orf95,0.099,0.321
C10orf99,0.088,0
C11orf1,10.222,9.393
C11orf16,0,0
C11orf21,7.082,6.482
C11orf24,34.492,34.74
C11orf40,0,0
C11orf42,0,0
C11orf45,0.058,0.018
C11orf49,5.726,6.139
C11orf52,0,0
C11orf53,0,0
C11orf54,8.391,8.682
C11orf58,74.536,70.607
C11orf65,0.155,0.143
C11orf68,34.42,34.077
C11orf71,4.729,4.189
C11orf72,0,0
C11orf80,3.174,2.863
C11orf86,0,0
C11orf87,0,0
C11orf88,0,0
C11orf91,0,0
C11orf94,0.959,0.532
C11orf95,27.01,27.283
C11orf96,0.952,0.916
C11orf97,0.217,0
C11orf98,8.62,7.664
C11orf98P1,0,0
C12orf10,46.106,49.741
C12orf29,20.496,20.035
C12orf4,32.22,31.441
C12orf40,0.033,0
C12orf42,0,0
C12orf43,15.616,15.14
C12orf45,5.064,5.986
C12orf49,34.205,33.891
C12orf50,0,0
C12orf54,0.042,0
C12orf56,0,0.013
C12orf57,51.276,52.331
C12orf60,0.564,0.671
C12orf65,12.962,13.645
C12orf66,8.619,8.586
C12orf71,0,0
C12orf73,6.308,5.787
C12orf75,27.65,27.49
C12orf76,4.146,4.406
C12orf77,0.054,0.025
C13orf42,0,0
C14orf119,52.37,51.89
C14orf132,0,0
C14orf177,0,0
C14orf178,0.31,0.096
C14orf180,0,0
C14orf28,3.377,3.07
C14orf39,0,0
C14orf93,8.044,8.561
C15orf32,0,0
C15orf39,83.525,80.506
C15orf40,3.507,3.548
C15orf41,5.905,5.583
C15orf48,0.052,0.096
C15orf54,0,0
C15orf56,0,0
C15orf61,12.483,13.867
C15orf62,1.327,1.664
C15orf65,0.313,0.362
C16orf46,0.061,0.085
C16orf54,84.601,84.223
C16orf58,55.735,53.845
C16orf70,13.873,12.793
C16orf71,0.016,0.045
C16orf72,22.431,23.42
C16orf74,14.799,15.103
C16orf78,0,0
C16orf82,0,0
C16orf86,7.897,7.941
C16orf87,8.552,8.271
C16orf89,0,0
C16orf90,0,0
C16orf91,79.167,76.546
C16orf92,0,0
C16orf95,1.191,1.23
C16orf96,0.019,0.018
C16orf97,0,0
C17orf100,0.749,0.692
C17orf102,0,0
C17orf107,0.47,0.474
C17orf113,0.078,0
C17orf49,0.554,0.461
C17orf50,0,0.126
C17orf58,26,26.372
C17orf64,1.386,0.891
C17orf67,5.209,5.48
C17orf75,8.54,8.564
C17orf77,0,0
C17orf78,0,0
C17orf80,30.25,28.488
C17orf97,9.484,8.222
C17orf98,0,0
C17orf99,0,0
C18orf12,0,0
C18orf15,0,0
C18orf21,33.995,31.264
C18orf25,13.561,13.924
C18orf32,2.754,2.5
C18orf54,10.336,11.127
C18orf63,0,0
C19orf12,21.595,19.903
C19orf18,0,0
C19orf25,33.973,33.385
C19orf33,0,0
C19orf38,5.868,5.165
C19orf44,4.249,3.603
C19orf47,22.015,22.772
C19orf48,238.987,243.88
C19orf53,178.649,176.708
C19orf54,45.479,49.332
C19orf57,0.152,0.175
C19orf67,0,0
C19orf71,0,0.3
C19orf73,4.026,2.724
C19orf81,10.666,9.634
C19orf84,0,0
C19orf85,0,0
C1D,24.049,22.78
C1DP1,0.725,1.005
C1DP2,0,0
C1DP3,0,0
C1DP4,0,0
C1DP5,0,0
C1GALT1,16.666,17.055
C1GALT1C1,52.227,49.814
C1GALT1C1L,0,0
C1GALT1P1,0.134,0.062
C1GALT1P2,0,0
C1GALT1P3,0,0
C1QA,0.597,0.607
C1QB,0,0
C1QBP,871.977,883.304
C1QBPP1,0,0
C1QBPP2,0,0
C1QC,0.109,0.051
C1QL1,0.095,0
C1QL1P1,0,0
C1QL2,0,0
C1QL3,0,0
C1QL4,0.07,0.032
C1QTNF1,0,0
C1QTNF1-AS1,0,0
C1QTNF12,0.122,0.3
C1QTNF2,0.03,0.028
C1QTNF3,0.937,1.319
C1QTNF3-AMACR,0.043,0.039
C1QTNF4,0.825,0.286
C1QTNF5,0,0
C1QTNF6,0.02,0.019
C1QTNF7,0,0
C1QTNF7-AS1,0,0
C1QTNF8,0,0
C1QTNF9,0,0
C1QTNF9-AS1,0,0
C1QTNF9B,0,0
C1R,0.078,0.029
C1RL,12.234,11.879
C1RL-AS1,0.418,0.497
C1S,0.034,0.031
C1orf100,0,0.059
C1orf105,0,0
C1orf109,24.369,23.974
C1orf112,14.767,14.082
C1orf115,0,0
C1orf116,0,0
C1orf122,39.287,37.108
C1orf127,0.673,0.792
C1orf131,23.69,22.711
C1orf134,0,0
C1orf141,0,0
C1orf146,0,0
C1orf147,0,0
C1orf158,0,0
C1orf159,10.58,11.177
C1orf162,34.192,32.392
C1orf167,0.011,0
C1orf167-AS1,0,0
C1orf174,29.323,28.569
C1orf185,0.065,0
C1orf189,0.973,0.6
C1orf194,0,0
C1orf195,0,0
C1orf198,6.875,6.918
C1orf21,0.04,0.085
C1orf210,0,0.044
C1orf216,17.635,16.857
C1orf220,0.053,0.049
C1orf226,0,0.016
C1orf229,0,0.03
C1orf232,0,0
C1orf35,17.741,16.747
C1orf43,396.363,412.377
C1orf50,3.79,3.759
C1orf52,28.952,25.783
C1orf53,3.829,4.076
C1orf54,10.327,9.813
C1orf56,0.722,0.755
C1orf61,0.016,0.039
C1orf68,0,0
C1orf74,5.226,5.465
C1orf87,0,0
C1orf94,0,0
C2,0.211,0.061
C2-AS1,0.096,0
C20orf141,0,0
C20orf144,0.03,0.084
C20orf173,0,0
C20orf181,0,0
C20orf194,25.938,24.336
C20orf197,10.816,11.469
C20orf202,0.045,0.167
C20orf203,0.057,0.026
C20orf204,0.066,0.086
C20orf27,378.879,389.357
C20orf85,0,0
C20orf96,29.649,26.984
C21orf58,11.652,11.166
C21orf62,0,0.016
C21orf62-AS1,0.102,0.057
C21orf91,20.613,21.319
C21orf91-OT1,0,0
C22orf15,0,0
C22orf23,0.032,0.03
C22orf24,0.083,0.051
C22orf31,0,0
C22orf34,0.614,0.667
C22orf39,14.922,15.621
C22orf42,0,0
C22orf46,13.052,13.267
C2CD2,0,0.023
C2CD2L,8.768,8.464
C2CD3,10.421,10.739
C2CD4A,0,0
C2CD4B,0,0
C2CD4C,0,0
C2CD4D,0,0
C2CD4D-AS1,0,0
C2CD5,37.492,36.587
C2CD6,0,0
C2orf15,0.313,0.257
C2orf16,0,0
C2orf27A,2.822,3.161
C2orf27AP1,0,0
C2orf27AP2,0,0
C2orf27AP3,0,0
C2orf27B,0,0
C2orf42,9.674,8.889
C2orf49,21.723,19.835
C2orf50,0,0.009
C2orf66,0,0.06
C2orf68,25.895,27.951
C2orf69,35.121,33.911
C2orf69P1,0,0
C2orf69P2,0,0
C2orf69P3,0,0
C2orf69P4,0,0
C2orf72,0,0.018
C2orf73,0,0
C2orf74,0,0
C2orf76,16.129,12.918
C2orf78,0,0
C2orf80,0,0
C2orf81,0.243,0.157
C2orf83,0,0
C2orf88,0.012,0
C2orf91,0,0
C2orf92,0.134,0.145
C3,0.869,0.739
C3AR1,4.592,3.28
C3P1,0,0
C3orf14,0,0
C3orf18,0.517,0.395
C3orf20,0.359,0.371
C3orf22,0,0
C3orf33,2.97,2.582
C3orf35,0.057,0.18
C3orf36,0,0
C3orf38,38.095,36.027
C3orf49,0,0
C3orf52,0,0
C3orf56,0,0
C3orf62,9.217,6.993
C3orf67,0,0
C3orf67-AS1,0,0
C3orf70,0,0
C3orf80,31.39,31.525
C3orf84,0,0
C3orf85,0,0
C3orf86,2.723,2.126
C4A,0.01,0.038
C4A-AS1,0,0
C4B,0,0.009
C4B-AS1,0,0
C4BPA,0,0
C4BPAP1,0,0
C4BPAP2,0,0
C4BPB,0,0
C4orf17,0,0
C4orf19,0,0
C4orf3,70.251,65.588
C4orf33,6.367,6.011
C4orf36,0.243,0.096
C4orf45,0,0
C4orf46,41.769,41.624
C4orf47,0.587,0.444
C4orf48,90.805,81.334
C4orf50,0,0.003
C4orf51,0,0
C4orf54,0,0
C5,2.019,2.465
C5AR1,1.008,1.25
C5AR2,21.15,20.092
C5orf15,175.864,166.753
C5orf17,0,0
C5orf22,75.32,73.456
C5orf24,48.038,48.624
C5orf34,10.616,10.577
C5orf34-AS1,0.892,0.824
C5orf38,0,0
C5orf46,0,0
C5orf47,0,0
C5orf49,0,0
C5orf51,62.16,61.07
C5orf52,0,0
C5orf58,0,0
C5orf60,0.022,0
C5orf63,0,0
C5orf64,0.003,0
C5orf64-AS1,0,0
C5orf66,0.055,0.03
C5orf66-AS1,0,0
C5orf66-AS2,0,0
C5orf67,0,0
C6,0,0
C6orf118,0,0
C6orf120,96.545,97.9
C6orf132,0.096,0.147
C6orf136,47.197,45.004
C6orf141,0.025,0
C6orf15,0,0
C6orf163,0.449,0.807
C6orf201,0,0
C6orf223,5.218,5.756
C6orf226,15.959,13.908
C6orf47,46.606,44.583
C6orf47-AS1,0,0.1
C6orf52,0.577,0.61
C6orf58,0.095,0.308
C6orf62,470.79,437.794
C6orf89,71.927,73.971
C6orf99,0.239,0.184
C7,0,0
C7orf25,0.449,0.498
C7orf26,62.107,59.004
C7orf31,6.903,6.926
C7orf33,0,0
C7orf50,58.966,59.216
C7orf57,0.032,0.03
C7orf61,0.868,0.745
C7orf65,0,0
C7orf66,0,0
C7orf69,0,0
C7orf77,0.545,0.201
C8A,0,0
C8B,0.053,0.025
C8G,0.19,0.234
C8orf17,0.079,0.097
C8orf31,0,0
C8orf33,165.37,162.395
C8orf34,0.014,0
C8orf34-AS1,0,0
C8orf37,9.642,8.894
C8orf37-AS1,0.106,0.014
C8orf44,8.228,6.978
C8orf44-SGK3,0.245,0.091
C8orf48,0,0
C8orf49,0,0
C8orf58,5.159,5.216
C8orf74,0,0
C8orf76,28.534,28.234
C8orf82,133.362,136.948
C8orf86,0,0
C8orf87,0,0
C8orf88,0.49,0.582
C8orf89,0,0
C9,0,0
C9orf106,0.023,0
C9orf116,2.463,2.168
C9orf129,0,0
C9orf131,0,0
C9orf135,0,0
C9orf135-DT,0,0
C9orf139,7.038,6.385
C9orf147,0.853,0.647
C9orf152,0,0.023
C9orf153,0.075,0.046
C9orf16,88.772,96.134
C9orf163,0.113,0.209
C9orf24,0.154,0.143
C9orf40,81.568,79.913
C9orf43,0.509,0.677
